Level,Function Name,Inclusive Samples,Exclusive Samples,Inclusive Samples %,Exclusive Samples %,Module Name,
112,"[KERNEL32.dll]",1,0,"0,11","0,00","KERNEL32.dll",
113,"[KERNEL32.dll]",1,0,"0,11","0,00","KERNEL32.dll",
114,"[KERNEL32.dll]",1,0,"0,11","0,00","KERNEL32.dll",
115,"[ntdll.dll]",1,1,"0,11","0,11","ntdll.dll",
74,"[comctl32.dll]",3,0,"0,32","0,00","comctl32.dll",
75,"[comctl32.dll]",3,0,"0,32","0,00","comctl32.dll",
76,"[explorerframe.dll]",2,0,"0,21","0,00","explorerframe.dll",
77,"[explorerframe.dll]",2,0,"0,21","0,00","explorerframe.dll",
78,"[explorerframe.dll]",2,0,"0,21","0,00","explorerframe.dll",
79,"[explorerframe.dll]",2,0,"0,21","0,00","explorerframe.dll",
80,"[explorerframe.dll]",2,0,"0,21","0,00","explorerframe.dll",
81,"[explorerframe.dll]",2,0,"0,21","0,00","explorerframe.dll",
82,"[explorerframe.dll]",2,0,"0,21","0,00","explorerframe.dll",
83,"[explorerframe.dll]",1,0,"0,11","0,00","explorerframe.dll",
84,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
85,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
86,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
87,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
88,"[comctl32.dll]",1,0,"0,11","0,00","comctl32.dll",
89,"[comctl32.dll]",1,0,"0,11","0,00","comctl32.dll",
90,"[explorerframe.dll]",1,0,"0,11","0,00","explorerframe.dll",
91,"[explorerframe.dll]",1,0,"0,11","0,00","explorerframe.dll",
92,"[comctl32.dll]",1,0,"0,11","0,00","comctl32.dll",
93,"[comctl32.dll]",1,0,"0,11","0,00","comctl32.dll",
94,"[comctl32.dll]",1,0,"0,11","0,00","comctl32.dll",
95,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
96,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
97,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
98,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
99,"[comctl32.dll]",1,0,"0,11","0,00","comctl32.dll",
100,"[comctl32.dll]",1,0,"0,11","0,00","comctl32.dll",
101,"[comctl32.dll]",1,1,"0,11","0,11","comctl32.dll",
83,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
84,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
85,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
86,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
87,"[comctl32.dll]",1,0,"0,11","0,00","comctl32.dll",
88,"[comctl32.dll]",1,0,"0,11","0,00","comctl32.dll",
89,"[explorerframe.dll]",1,0,"0,11","0,00","explorerframe.dll",
90,"[explorerframe.dll]",1,0,"0,11","0,00","explorerframe.dll",
91,"[comctl32.dll]",1,0,"0,11","0,00","comctl32.dll",
92,"[comctl32.dll]",1,0,"0,11","0,00","comctl32.dll",
93,"[comctl32.dll]",1,0,"0,11","0,00","comctl32.dll",
94,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
95,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
96,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
97,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
98,"[comctl32.dll]",1,0,"0,11","0,00","comctl32.dll",
99,"[comctl32.dll]",1,0,"0,11","0,00","comctl32.dll",
100,"[comctl32.dll]",1,0,"0,11","0,00","comctl32.dll",
101,"[comctl32.dll]",1,0,"0,11","0,00","comctl32.dll",
102,"[comctl32.dll]",1,0,"0,11","0,00","comctl32.dll",
103,"[comctl32.dll]",1,0,"0,11","0,00","comctl32.dll",
104,"[Unknown]",1,0,"0,11","0,00","[Unknown]",
105,"[Unknown]",1,0,"0,11","0,00","[Unknown]",
106,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
107,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
108,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
109,"[GDI32.dll]",1,0,"0,11","0,00","GDI32.dll",
110,"[GDI32.dll]",1,1,"0,11","0,11","GDI32.dll",
76,"[comctl32.dll]",1,0,"0,11","0,00","comctl32.dll",
77,"[comctl32.dll]",1,0,"0,11","0,00","comctl32.dll",
78,"[comctl32.dll]",1,0,"0,11","0,00","comctl32.dll",
79,"[explorerframe.dll]",1,0,"0,11","0,00","explorerframe.dll",
80,"[explorerframe.dll]",1,0,"0,11","0,00","explorerframe.dll",
81,"[comctl32.dll]",1,0,"0,11","0,00","comctl32.dll",
82,"[comctl32.dll]",1,0,"0,11","0,00","comctl32.dll",
83,"[explorerframe.dll]",1,0,"0,11","0,00","explorerframe.dll",
84,"[explorerframe.dll]",1,0,"0,11","0,00","explorerframe.dll",
85,"[comctl32.dll]",1,0,"0,11","0,00","comctl32.dll",
86,"[comctl32.dll]",1,0,"0,11","0,00","comctl32.dll",
87,"[comctl32.dll]",1,0,"0,11","0,00","comctl32.dll",
88,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
89,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
90,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
91,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
92,"[DUser.dll]",1,0,"0,11","0,00","DUser.dll",
93,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
94,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
95,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
96,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
97,"[explorerframe.dll]",1,0,"0,11","0,00","explorerframe.dll",
98,"[explorerframe.dll]",1,0,"0,11","0,00","explorerframe.dll",
99,"[explorerframe.dll]",1,0,"0,11","0,00","explorerframe.dll",
100,"[DUI70.dll]",1,0,"0,11","0,00","DUI70.dll",
101,"[DUI70.dll]",1,0,"0,11","0,00","DUI70.dll",
102,"[DUI70.dll]",1,0,"0,11","0,00","DUI70.dll",
103,"[DUI70.dll]",1,0,"0,11","0,00","DUI70.dll",
104,"[DUI70.dll]",1,0,"0,11","0,00","DUI70.dll",
105,"[DUI70.dll]",1,0,"0,11","0,00","DUI70.dll",
106,"[DUI70.dll]",1,0,"0,11","0,00","DUI70.dll",
107,"[explorerframe.dll]",1,0,"0,11","0,00","explorerframe.dll",
108,"[explorerframe.dll]",1,0,"0,11","0,00","explorerframe.dll",
109,"[explorerframe.dll]",1,0,"0,11","0,00","explorerframe.dll",
110,"[explorerframe.dll]",1,0,"0,11","0,00","explorerframe.dll",
111,"[explorerframe.dll]",1,0,"0,11","0,00","explorerframe.dll",
112,"[explorerframe.dll]",1,0,"0,11","0,00","explorerframe.dll",
113,"[explorerframe.dll]",1,0,"0,11","0,00","explorerframe.dll",
114,"[explorerframe.dll]",1,0,"0,11","0,00","explorerframe.dll",
115,"[explorerframe.dll]",1,0,"0,11","0,00","explorerframe.dll",
116,"[explorerframe.dll]",1,0,"0,11","0,00","explorerframe.dll",
117,"[explorerframe.dll]",1,0,"0,11","0,00","explorerframe.dll",
118,"[explorerframe.dll]",1,0,"0,11","0,00","explorerframe.dll",
119,"[explorerframe.dll]",1,0,"0,11","0,00","explorerframe.dll",
120,"[explorerframe.dll]",1,0,"0,11","0,00","explorerframe.dll",
121,"[DUI70.dll]",1,0,"0,11","0,00","DUI70.dll",
122,"[DUI70.dll]",1,0,"0,11","0,00","DUI70.dll",
123,"[DUI70.dll]",1,0,"0,11","0,00","DUI70.dll",
124,"[DUI70.dll]",1,0,"0,11","0,00","DUI70.dll",
125,"[DUI70.dll]",1,0,"0,11","0,00","DUI70.dll",
126,"[DUI70.dll]",1,0,"0,11","0,00","DUI70.dll",
127,"[DUI70.dll]",1,0,"0,11","0,00","DUI70.dll",
128,"[DUI70.dll]",1,0,"0,11","0,00","DUI70.dll",
129,"[DUI70.dll]",1,1,"0,11","0,11","DUI70.dll",
74,"[DUser.dll]",2,0,"0,21","0,00","DUser.dll",
75,"[USER32.dll]",2,0,"0,21","0,00","USER32.dll",
76,"[USER32.dll]",2,1,"0,21","0,11","USER32.dll",
77,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
78,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
79,"[Unknown]",1,0,"0,11","0,00","[Unknown]",
80,"[Unknown]",1,0,"0,11","0,00","[Unknown]",
81,"[Unknown]",1,0,"0,11","0,00","[Unknown]",
82,"[Unknown]",1,0,"0,11","0,00","[Unknown]",
83,"[explorerframe.dll]",1,0,"0,11","0,00","explorerframe.dll",
84,"[explorerframe.dll]",1,0,"0,11","0,00","explorerframe.dll",
85,"[explorerframe.dll]",1,0,"0,11","0,00","explorerframe.dll",
86,"[DUI70.dll]",1,0,"0,11","0,00","DUI70.dll",
87,"[DUI70.dll]",1,0,"0,11","0,00","DUI70.dll",
88,"[DUI70.dll]",1,0,"0,11","0,00","DUI70.dll",
89,"[DUI70.dll]",1,0,"0,11","0,00","DUI70.dll",
90,"[DUI70.dll]",1,0,"0,11","0,00","DUI70.dll",
91,"[DUI70.dll]",1,0,"0,11","0,00","DUI70.dll",
92,"[DUI70.dll]",1,0,"0,11","0,00","DUI70.dll",
93,"[explorerframe.dll]",1,0,"0,11","0,00","explorerframe.dll",
94,"[explorerframe.dll]",1,0,"0,11","0,00","explorerframe.dll",
95,"[explorerframe.dll]",1,0,"0,11","0,00","explorerframe.dll",
96,"[explorerframe.dll]",1,0,"0,11","0,00","explorerframe.dll",
97,"[explorerframe.dll]",1,0,"0,11","0,00","explorerframe.dll",
98,"[DUser.dll]",1,0,"0,11","0,00","DUser.dll",
99,"[DUser.dll]",1,0,"0,11","0,00","DUser.dll",
100,"[KERNELBASE.dll]",1,1,"0,11","0,11","KERNELBASE.dll",
74,"[comdlg32.dll]",2,0,"0,21","0,00","comdlg32.dll",
75,"[USER32.dll]",2,0,"0,21","0,00","USER32.dll",
76,"[USER32.dll]",2,0,"0,21","0,00","USER32.dll",
77,"[USER32.dll]",2,0,"0,21","0,00","USER32.dll",
78,"[USER32.dll]",2,0,"0,21","0,00","USER32.dll",
79,"[comctl32.dll]",2,0,"0,21","0,00","comctl32.dll",
80,"[comctl32.dll]",2,0,"0,21","0,00","comctl32.dll",
81,"[comctl32.dll]",2,0,"0,21","0,00","comctl32.dll",
82,"[USER32.dll]",2,0,"0,21","0,00","USER32.dll",
83,"[USER32.dll]",2,0,"0,21","0,00","USER32.dll",
84,"[USER32.dll]",2,0,"0,21","0,00","USER32.dll",
85,"[USER32.dll]",2,0,"0,21","0,00","USER32.dll",
86,"[USER32.dll]",2,0,"0,21","0,00","USER32.dll",
87,"[USER32.dll]",2,0,"0,21","0,00","USER32.dll",
88,"[USER32.dll]",2,0,"0,21","0,00","USER32.dll",
89,"[USER32.dll]",2,0,"0,21","0,00","USER32.dll",
90,"[comdlg32.dll]",2,0,"0,21","0,00","comdlg32.dll",
91,"[comdlg32.dll]",2,0,"0,21","0,00","comdlg32.dll",
92,"[comdlg32.dll]",2,0,"0,21","0,00","comdlg32.dll",
93,"[comdlg32.dll]",2,0,"0,21","0,00","comdlg32.dll",
94,"[comdlg32.dll]",2,0,"0,21","0,00","comdlg32.dll",
95,"[comdlg32.dll]",2,0,"0,21","0,00","comdlg32.dll",
96,"[comdlg32.dll]",2,0,"0,21","0,00","comdlg32.dll",
97,"[Unknown]",2,0,"0,21","0,00","[Unknown]",
98,"[clr.dll]",2,0,"0,21","0,00","clr.dll",
99,"[clr.dll]",2,0,"0,21","0,00","clr.dll",
100,"Microsoft.Win32.FileDialog.VistaDialogEvents.MS.Internal.AppModel.IFileDialogEvents.OnFileOk(class MS.Internal.AppModel.IFileDialog)",2,0,"0,21","0,00","PresentationFramework.dll",
101,"Microsoft.Win32.FileDialog.HandleVistaFileOk(class MS.Internal.AppModel.IFileDialog)",2,0,"0,21","0,00","PresentationFramework.dll",
102,"Microsoft.Win32.FileDialog.ProcessFileNames()",2,0,"0,21","0,00","PresentationFramework.dll",
103,"Microsoft.Win32.SaveFileDialog.PromptUserIfAppropriate(string)",2,0,"0,21","0,00","PresentationFramework.dll",
104,"Microsoft.Win32.SaveFileDialog.PromptFileOverwrite(string)",2,0,"0,21","0,00","PresentationFramework.dll",
105,"Microsoft.Win32.FileDialog.MessageBoxWithFocusRestore(string,valuetype System.Windows.MessageBoxButton,valuetype System.Windows.MessageBoxImage)",2,0,"0,21","0,00","PresentationFramework.dll",
106,"System.Windows.MessageBox.ShowCore(native int,string,string,valuetype System.Windows.MessageBoxButton,valuetype System.Windows.MessageBoxImage,valuetype System.Windows.MessageBoxResult,valuetype System.Windows.MessageBoxOptions)",2,0,"0,21","0,00","PresentationFramework.dll",
107,"[USER32.dll]",2,0,"0,21","0,00","USER32.dll",
108,"[USER32.dll]",2,0,"0,21","0,00","USER32.dll",
109,"[USER32.dll]",2,0,"0,21","0,00","USER32.dll",
110,"[USER32.dll]",2,0,"0,21","0,00","USER32.dll",
111,"[USER32.dll]",2,0,"0,21","0,00","USER32.dll",
112,"[USER32.dll]",2,0,"0,21","0,00","USER32.dll",
113,"[USER32.dll]",2,0,"0,21","0,00","USER32.dll",
114,"[USER32.dll]",2,0,"0,21","0,00","USER32.dll",
115,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
116,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
117,"[LPK.dll]",1,0,"0,11","0,00","LPK.dll",
118,"[LPK.dll]",1,0,"0,11","0,00","LPK.dll",
119,"[LPK.dll]",1,0,"0,11","0,00","LPK.dll",
120,"[USP10.dll]",1,0,"0,11","0,00","USP10.dll",
121,"[USP10.dll]",1,0,"0,11","0,00","USP10.dll",
122,"[USP10.dll]",1,0,"0,11","0,00","USP10.dll",
123,"[USP10.dll]",1,0,"0,11","0,00","USP10.dll",
124,"[USP10.dll]",1,0,"0,11","0,00","USP10.dll",
125,"[USP10.dll]",1,0,"0,11","0,00","USP10.dll",
126,"[USP10.dll]",1,0,"0,11","0,00","USP10.dll",
127,"[USP10.dll]",1,0,"0,11","0,00","USP10.dll",
128,"[USP10.dll]",1,0,"0,11","0,00","USP10.dll",
129,"[USP10.dll]",1,1,"0,11","0,11","USP10.dll",
115,"[ntdll.dll]",1,0,"0,11","0,00","ntdll.dll",
116,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
117,"[ntdll.dll]",1,0,"0,11","0,00","ntdll.dll",
118,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
119,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
120,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
121,"[Unknown]",1,0,"0,11","0,00","[Unknown]",
122,"[Unknown]",1,0,"0,11","0,00","[Unknown]",
123,"[Unknown]",1,0,"0,11","0,00","[Unknown]",
124,"[Unknown]",1,0,"0,11","0,00","[Unknown]",
125,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
126,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
127,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
128,"[ntdll.dll]",1,0,"0,11","0,00","ntdll.dll",
129,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
130,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
131,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
132,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
133,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
134,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
135,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
136,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
137,"[Unknown]",1,0,"0,11","0,00","[Unknown]",
138,"[Unknown]",1,0,"0,11","0,00","[Unknown]",
139,"[Unknown]",1,0,"0,11","0,00","[Unknown]",
140,"[Unknown]",1,0,"0,11","0,00","[Unknown]",
141,"[Unknown]",1,0,"0,11","0,00","[Unknown]",
142,"[Unknown]",1,0,"0,11","0,00","[Unknown]",
143,"[Unknown]",1,0,"0,11","0,00","[Unknown]",
144,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
145,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
146,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
147,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
148,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
149,"[LPK.dll]",1,0,"0,11","0,00","LPK.dll",
150,"[LPK.dll]",1,0,"0,11","0,00","LPK.dll",
151,"[LPK.dll]",1,0,"0,11","0,00","LPK.dll",
152,"[USP10.dll]",1,0,"0,11","0,00","USP10.dll",
153,"[USP10.dll]",1,0,"0,11","0,00","USP10.dll",
154,"[msvcrt.dll]",1,0,"0,11","0,00","msvcrt.dll",
155,"[msvcrt.dll]",1,1,"0,11","0,11","msvcrt.dll",
73,"[Unknown]",7,0,"0,74","0,00","[Unknown]",
74,"MS.Win32.HwndSubclass.SubclassWndProc(native int,int32,native int,native int)",5,0,"0,53","0,00","WindowsBase.dll",
75,"System.Windows.Threading.Dispatcher.LegacyInvokeImpl(valuetype System.Windows.Threading.DispatcherPriority,valuetype System.TimeSpan,class System.Delegate,object,int32)",4,0,"0,42","0,00","WindowsBase.dll",
76,"MS.Internal.Threading.ExceptionFilterHelper.TryCatchWhen(object,class System.Delegate,object,int32,class System.Delegate)",4,0,"0,42","0,00","WindowsBase.dll",
77,"System.Windows.Threading.ExceptionWrapper.InternalRealCall(class System.Delegate,object,int32)",4,0,"0,42","0,00","WindowsBase.dll",
78,"MS.Win32.HwndSubclass.DispatcherCallbackOperation(object)",4,0,"0,42","0,00","WindowsBase.dll",
79,"MS.Win32.HwndWrapper.WndProc(native int,int32,native int,native int,bool&)",4,0,"0,42","0,00","WindowsBase.dll",
80,"System.Windows.Threading.Dispatcher.WndProcHook(native int,int32,native int,native int,bool&)",3,0,"0,32","0,00","WindowsBase.dll",
81,"System.Windows.Threading.Dispatcher.ProcessQueue()",3,0,"0,32","0,00","WindowsBase.dll",
82,"System.Windows.Threading.DispatcherOperation.Invoke()",3,0,"0,32","0,00","WindowsBase.dll",
83,"System.Threading.ExecutionContext.Run(class System.Threading.ExecutionContext,class System.Threading.ContextCallback,object)",3,0,"0,32","0,00","mscorlib.dll",
84,"System.Threading.ExecutionContext.Run(class System.Threading.ExecutionContext,class System.Threading.ContextCallback,object,bool)",3,0,"0,32","0,00","mscorlib.dll",
85,"System.Threading.ExecutionContext.RunInternal(class System.Threading.ExecutionContext,class System.Threading.ContextCallback,object,bool)",3,0,"0,32","0,00","mscorlib.dll",
86,"System.Windows.Threading.DispatcherOperation.InvokeInSecurityContext(object)",2,0,"0,21","0,00","WindowsBase.dll",
87,"System.Windows.Threading.DispatcherOperation.InvokeImpl()",2,0,"0,21","0,00","WindowsBase.dll",
88,"MS.Internal.Threading.ExceptionFilterHelper.TryCatchWhen(object,class System.Delegate,object,int32,class System.Delegate)",2,0,"0,21","0,00","WindowsBase.dll",
89,"System.Windows.Threading.ExceptionWrapper.InternalRealCall(class System.Delegate,object,int32)",2,0,"0,21","0,00","WindowsBase.dll",
90,"System.Windows.Media.MediaContext.AnimatedRenderMessageHandler(object)",2,0,"0,21","0,00","PresentationCore.dll",
91,"System.Windows.Media.MediaContext.RenderMessageHandlerCore(object)",2,0,"0,21","0,00","PresentationCore.dll",
92,"System.Windows.Media.Animation.TimeManager.Tick()",1,0,"0,11","0,00","PresentationCore.dll",
93,"System.Windows.Media.Animation.ClockGroup.ComputeTreeState()",1,0,"0,11","0,00","PresentationCore.dll",
94,"System.Windows.Media.Animation.Clock.ComputeLocalState()",1,0,"0,11","0,00","PresentationCore.dll",
95,"System.Windows.Media.Animation.Clock.ComputeLocalStateHelper(bool,bool)",1,0,"0,11","0,00","PresentationCore.dll",
96,"System.Windows.Media.Animation.Clock.ComputeEvents(valuetype System.Nullable`1<valuetype System.TimeSpan>,valuetype System.Windows.Media.Animation.TimeIntervalCollection)",1,0,"0,11","0,00","PresentationCore.dll",
97,"System.Windows.Media.Animation.Clock.ComputeIntervalsWithParentIntersection(valuetype System.Windows.Media.Animation.TimeIntervalCollection,valuetype System.Windows.Media.Animation.TimeIntervalCollection,valuetype System.Nullable`1<valuetype System.TimeSpan>,valuetype System.Windows.Duration)",1,0,"0,11","0,00","PresentationCore.dll",
98,"System.Windows.Media.Animation.TimeIntervalCollection.IntersectsInverseOf(valuetype System.Windows.Media.Animation.TimeIntervalCollection)",1,0,"0,11","0,00","PresentationCore.dll",
99,"System.Windows.Media.Animation.TimeIntervalCollection.IntersectsHelper(valuetype System.Windows.Media.Animation.TimeIntervalCollection)",1,1,"0,11","0,11","PresentationCore.dll",
92,"System.Windows.Media.MediaContext.Render(class System.Windows.Media.ICompositionTarget)",1,0,"0,11","0,00","PresentationCore.dll",
93,"System.Windows.Media.CompositionTarget.System.Windows.Media.ICompositionTarget.Render(bool,class System.Windows.Media.Composition.DUCE/Channel)",1,0,"0,11","0,00","PresentationCore.dll",
94,"System.Windows.Media.Visual.Precompute()",1,0,"0,11","0,00","PresentationCore.dll",
95,"System.Windows.Media.Visual.PrecomputeRecursive(valuetype System.Windows.Rect&)",1,0,"0,11","0,00","PresentationCore.dll",
96,"System.Windows.Media.Visual.PrecomputeRecursive(valuetype System.Windows.Rect&)",1,0,"0,11","0,00","PresentationCore.dll",
97,"System.Windows.Media.Visual.PrecomputeContent()",1,0,"0,11","0,00","PresentationCore.dll",
98,"System.Windows.UIElement.GetHitTestBounds()",1,0,"0,11","0,00","PresentationCore.dll",
99,"System.Windows.Rect.Union(valuetype System.Windows.Rect)",1,1,"0,11","0,11","WindowsBase.dll",
86,"System.Threading.ExecutionContext.SetExecutionContext(class System.Threading.ExecutionContext,bool)",1,0,"0,11","0,00","mscorlib.dll",
87,"System.Security.SecurityContext.CurrentlyInDefaultFTSecurityContext(valuetype System.Threading.ExecutionContext/Reader)",1,0,"0,11","0,00","mscorlib.dll",
88,"[clr.dll]",1,1,"0,11","0,11","clr.dll",
80,"System.Windows.Media.MediaContextNotificationWindow.MessageFilter(native int,int32,native int,native int,bool&)",1,0,"0,11","0,00","PresentationCore.dll",
81,"System.Windows.Media.MediaContext.NotifyChannelMessage()",1,0,"0,11","0,00","PresentationCore.dll",
82,"System.Windows.Media.MediaContext.NotifyPresented(valuetype System.Windows.Media.Composition.MIL_PRESENTATION_RESULTS,int64,int32)",1,0,"0,11","0,00","PresentationCore.dll",
83,"System.Windows.Media.MediaContext.CommitChannel()",1,0,"0,11","0,00","PresentationCore.dll",
84,"System.Windows.Media.Composition.DUCE.Channel.Commit()",1,0,"0,11","0,00","PresentationCore.dll",
85,"[Unknown]",1,0,"0,11","0,00","[Unknown]",
86,"[Unknown]",1,0,"0,11","0,00","[Unknown]",
87,"[Unknown]",1,0,"0,11","0,00","[Unknown]",
88,"[Unknown]",1,0,"0,11","0,00","[Unknown]",
89,"[Unknown]",1,0,"0,11","0,00","[Unknown]",
90,"[Unknown]",1,0,"0,11","0,00","[Unknown]",
91,"[ntdll.dll]",1,1,"0,11","0,11","ntdll.dll",
75,"[WindowsBase.dll]",1,0,"0,11","0,00","WindowsBase.dll",
76,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
77,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
78,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
79,"[USER32.dll]",1,1,"0,11","0,11","USER32.dll",
74,"[Unknown]",2,0,"0,21","0,00","[Unknown]",
75,"[USER32.dll]",2,0,"0,21","0,00","USER32.dll",
76,"[USER32.dll]",2,0,"0,21","0,00","USER32.dll",
77,"[USER32.dll]",2,0,"0,21","0,00","USER32.dll",
78,"[USER32.dll]",2,0,"0,21","0,00","USER32.dll",
79,"[comctl32.dll]",2,0,"0,21","0,00","comctl32.dll",
80,"[comctl32.dll]",2,0,"0,21","0,00","comctl32.dll",
81,"[comctl32.dll]",2,0,"0,21","0,00","comctl32.dll",
82,"[comctl32.dll]",2,0,"0,21","0,00","comctl32.dll",
83,"[comctl32.dll]",1,0,"0,11","0,00","comctl32.dll",
84,"[USER32.dll]",1,1,"0,11","0,11","USER32.dll",
83,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
84,"[USER32.dll]",1,1,"0,11","0,11","USER32.dll",
73,"[comctl32.dll]",1,0,"0,11","0,00","comctl32.dll",
74,"[comctl32.dll]",1,0,"0,11","0,00","comctl32.dll",
75,"[comctl32.dll]",1,0,"0,11","0,00","comctl32.dll",
76,"[comctl32.dll]",1,0,"0,11","0,00","comctl32.dll",
77,"[comctl32.dll]",1,0,"0,11","0,00","comctl32.dll",
78,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
79,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
80,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
81,"[USER32.dll]",1,0,"0,11","0,00","USER32.dll",
82,"[Unknown]",1,0,"0,11","0,00","[Unknown]",
83,"MS.Win32.HwndSubclass.SubclassWndProc(native int,int32,native int,native int)",1,0,"0,11","0,00","WindowsBase.dll",
84,"System.Windows.Threading.Dispatcher.LegacyInvokeImpl(valuetype System.Windows.Threading.DispatcherPriority,valuetype System.TimeSpan,class System.Delegate,object,int32)",1,0,"0,11","0,00","WindowsBase.dll",
85,"MS.Internal.Threading.ExceptionFilterHelper.TryCatchWhen(object,class System.Delegate,object,int32,class System.Delegate)",1,0,"0,11","0,00","WindowsBase.dll",
86,"System.Windows.Threading.ExceptionWrapper.InternalRealCall(class System.Delegate,object,int32)",1,0,"0,11","0,00","WindowsBase.dll",
87,"MS.Win32.HwndSubclass.DispatcherCallbackOperation(object)",1,0,"0,11","0,00","WindowsBase.dll",
88,"MS.Win32.HwndWrapper.WndProc(native int,int32,native int,native int,bool&)",1,0,"0,11","0,00","WindowsBase.dll",
